dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,BERT_pytorch,16,1,1,558,558,1.0000,0.9979,2.9875
cuda,Background_Matting,1,1,1,184,184,1.0000,0.9972,0.6220
cuda,LearningToPaint,96,1,1,72,72,1.0000,0.9929,0.4718
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1,1,23,23,1.0000,0.9882,0.3404
cuda,attention_is_all_you_need_pytorch,32,1,1,586,586,1.0000,0.9978,2.2866
cuda,dcgan,256,1,1,14,14,1.0000,0.9859,0.3382
cuda,demucs,8,1,1,71,71,1.0000,0.9968,0.5763
cuda,densenet121,64,1,1,432,432,1.0000,0.9985,3.4724
cuda,detectron2_maskrcnn,2,122,120,1224,1758,0.6962,0.7005,5.0798
cuda,dlrm,0,0.0000
cuda,drq,1,1,1,26,26,1.0000,0.9822,0.3776
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,1,6,6,480,554,0.8664,0.9063,4.2754
cuda,hf_Albert,1,1,1,469,469,1.0000,0.9972,1.6284
cuda,hf_Bart,1,1,1,656,656,1.0000,0.9981,3.1918
cuda,hf_Bert,1,1,1,403,403,1.0000,0.9968,4.4833
cuda,hf_BigBird,1,64,75,5436,5508,0.9869,0.9699,7.4910
cuda,hf_DistilBert,1,1,1,235,235,1.0000,0.9959,0.8673
cuda,hf_GPT2,1,1,1,729,729,1.0000,0.9971,3.7496
cuda,hf_Longformer,1,4,4,3224,3227,0.9991,0.9951,9.4035
cuda,hf_Reformer,1,7,7,639,652,0.9801,0.9885,2.8245
cuda,hf_T5,1,1,1,859,859,1.0000,0.9983,6.7956
cuda,maml,1,23,23,749,1188,0.6305,0.5516,9.7300
cuda,maml_omniglot,1,1,1,15,15,1.0000,0.9854,0.3656
cuda,mnasnet1_0,32,1,1,153,153,1.0000,0.9960,0.6204
cuda,mobilenet_v2,16,1,1,154,154,1.0000,0.9962,0.6389
cuda,mobilenet_v3_large,32,1,1,188,188,1.0000,0.9969,0.7853
cuda,moco,32,11,7,0,-5,0.0000,0.0000,2.0857
cuda,nvidia_deeprecommender,256,1,1,14,14,1.0000,0.9798,0.3497
cuda,opacus_cifar10,64,1,1,70,70,1.0000,0.9943,2.3320
cuda,pyhpc_equation_of_state,1048576,1,1,373,373,1.0000,0.9941,0.5713
cuda,pyhpc_isoneutral_mixing,0,0.0000
cuda,pyhpc_turbulent_kinetic_energy,1048576,1,1,1887,1887,1.0000,0.9969,1.3229
cuda,pytorch_CycleGAN_and_pix2pix,1,1,1,92,92,1.0000,0.9957,0.4667
cuda,pytorch_stargan,16,1,1,57,57,1.0000,0.9958,0.4671
cuda,pytorch_struct,200,1,1,45,45,1.0000,0.9843,0.3884
cuda,pytorch_unet,1,1,1,72,72,1.0000,0.9954,0.5694
cuda,resnet18,8,1,1,70,70,1.0000,0.9946,0.4616
cuda,resnet50,32,1,1,176,176,1.0000,0.9969,0.8191
cuda,resnext50_32x4d,8,1,1,176,176,1.0000,0.9973,0.7936
cuda,shufflenet_v2_x1_0,64,1,1,246,246,1.0000,0.9969,0.9125
cuda,soft_actor_critic,256,1,1,13,13,1.0000,0.9781,0.2978
cuda,speech_transformer,1,4,4,1104,1212,0.9109,0.9321,2.9071
cuda,squeezenet1_1,16,1,1,67,67,1.0000,0.9948,0.4467
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,128,1,1,1191,1192,0.9992,0.3628,101.4470
cuda,timm_efficientnet,64,1,1,240,240,1.0000,0.9973,2.7543
cuda,timm_nfnet,128,1,1,590,590,1.0000,0.9984,8.8653
cuda,timm_regnet,32,1,1,447,447,1.0000,0.9983,10.6791
cuda,timm_resnest,32,1,1,129,129,1.0000,0.9952,0.5587
cuda,timm_vision_transformer,8,1,1,289,289,1.0000,0.9968,1.1786
cuda,timm_vovnet,32,1,1,130,130,1.0000,0.9965,2.0530
cuda,tts_angular,64,4,4,22,30,0.7333,0.8488,0.4378
cuda,vgg16,4,1,1,41,41,1.0000,0.9915,0.3670
cuda,vision_maskrcnn,4,246,266,3939,12104,0.3254,0.4714,13.9806
cuda,yolov3,16,5,3,326,327,0.9969,0.9967,15.2256
